"Suscriptor","Lect_Actual","Causa_des","Observacion_des","Fecha_de_ejecucion"
"44720","","","SUSPENDIDO DESOCUPADO-31","2024-05-29 12:30:29"
"44730","192","","","2024-05-29 12:30:53"
"44740","1706","","","2024-05-29 12:32:05"
"50080","172","","","2024-05-29 12:31:32"
"44750","4000","","","2024-05-29 12:33:09"
"44770","539","","","2024-05-29 12:34:06"
"44780","1470","","","2024-05-29 12:35:52"
"50070","616","","","2024-05-29 12:36:17"
"50060","899","","","2024-05-29 12:37:01"
"50051","79","","","2024-05-29 12:37:34"
"50050","133","","","2024-05-29 12:38:32"
"50040","258","","","2024-05-29 12:39:38"
"50028","299","","","2024-05-29 12:40:41"
"44950","2352","","","2024-05-29 12:42:06"
"44951","1252","","","2024-05-29 12:42:21"
"44952","584","","","2024-05-29 12:41:34"
"44954","657","","","2024-05-29 12:43:06"
"51746","514","","","2024-05-29 12:44:28"
"51745","622","","","2024-05-29 12:45:14"
"51740","3691","","","2024-05-29 12:46:10"
"51738","881","","","2024-05-29 12:46:59"
"51730","249","","","2024-05-29 12:47:57"
"51760","1498","","","2024-05-29 12:49:19"
"51750","3900","","","2024-05-29 12:49:42"
"44790","47","","","2024-05-29 12:51:55"
"44800","3110","","","2024-05-29 12:52:30"
"44922","121","","30","2024-05-29 12:53:36"
"44921","680","","30","2024-05-29 12:53:19"
"44920","2227","","","2024-05-29 12:54:17"
"44910","241","","","2024-05-29 12:56:03"
"44810","575","","","2024-05-29 12:57:16"
"44820","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-29 12:58:19"
"44830","221","","","2024-05-29 12:59:12"
"44840","3015","","","2024-05-29 12:59:37"
"44850","517","","","2024-05-29 13:00:04"
"44890","687","","","2024-05-29 13:00:39"
"44880","22","","","2024-05-29 13:01:25"
"44860","1997","","","2024-05-29 13:02:39"
"44870","19","","","2024-05-29 13:02:24"
"42800","559","","","2024-05-29 13:10:47"
"42790","1606","","","2024-05-29 13:11:31"
"42780","1699","","","2024-05-29 13:12:12"
"42770","","06-MEDIDOR ENTERRADO O INUNDADO","","2024-05-29 13:12:41"
"42760","817","","","2024-05-29 13:13:16"
"42750","1531","","","2024-05-29 13:13:46"
"42740","2176","","","2024-05-29 13:14:14"
"42730","158","","","2024-05-29 13:14:37"
"42820","654","","SUSPENDIDO DESOCUPADO-31","2024-05-29 13:15:29"
"42830","181","","","2024-05-29 13:15:51"
"42840","1389","","","2024-05-29 13:17:11"
"42860","2016","","","2024-05-29 13:17:54"
"42865","306","","","2024-05-29 13:18:29"
"42720","5","","","2024-05-29 13:19:08"
"42710","2122","","","2024-05-29 13:19:23"
"42700","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-29 13:20:26"
"42690","455","","","2024-05-29 13:20:00"
"42680","1208","","RESIDENTE OCASIONAL-16","2024-05-29 13:21:12"
"42880","2570","","","2024-05-29 13:21:44"
"42890","205","","","2024-05-29 13:23:34"
"42900","373","","","2024-05-29 13:24:51"
"42901","1216","","30","2024-05-29 13:24:20"
"42910","832","","","2024-05-29 13:25:13"
"42920","404","","","2024-05-29 13:26:05"
"42919","494","","","2024-05-29 13:25:56"
"42921","1502","","","2024-05-29 13:26:37"
"42942","6","","30","2024-05-29 13:27:19"
"42940","1811","","","2024-05-29 13:28:32"
"42950","384","","","2024-05-29 13:29:31"
"42951","","","30","2024-05-29 13:29:19"
"42960","181","","","2024-05-29 13:30:11"
"42970","1459","","","2024-05-29 13:31:29"
"42980","434","","","2024-05-29 13:32:10"
"42990","570","","30","2024-05-29 13:33:01"
"43000","289","","30","2024-05-30 09:27:05"
"42175","365","","","2024-05-30 07:58:51"
"42170","1156","","30","2024-05-30 08:02:09"
"42180","108","","","2024-05-30 07:59:53"
"42190","2597","","","2024-05-30 08:00:30"
"42200","764","","","2024-05-30 08:00:58"
"42160","460","","","2024-05-30 08:03:46"
"42210","2046","","","2024-05-30 08:04:28"
"42230","2159","","","2024-05-30 08:05:00"
"42240","231","","","2024-05-30 08:05:36"
"42150","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 08:06:31"
"42120","2208","","","2024-05-30 08:06:38"
"42110","1055","","","2024-05-30 08:07:58"
"42250","468","","","2024-05-30 08:08:20"
"42255","1463","","","2024-05-30 08:08:43"
"42258","905","","","2024-05-30 08:09:08"
"42260","","11-MEDIDOR DAÑADO","","2024-05-30 08:10:40"
"42100","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 08:11:30"
"41930","324","","30","2024-05-30 08:12:32"
"41931","507","","","2024-05-30 08:12:41"
"41932","143","","30","2024-05-30 08:13:04"
"41933","53","","","2024-05-30 08:13:47"
"41935","1108","","","2024-05-30 08:14:19"
"41970","1413","","","2024-05-30 08:14:52"
"41980","4445","","","2024-05-30 08:15:21"
"41990","336","","","2024-05-30 08:15:48"
"41992","1673","","","2024-05-30 08:16:12"
"42000","603","","","2024-05-30 08:16:37"
"42005","544","","","2024-05-30 08:16:53"
"42010","1088","","","2024-05-30 08:17:22"
"42020","900","","","2024-05-30 08:17:48"
"42022","247","","30","2024-05-30 08:18:27"
"42025","","","30","2024-05-30 08:18:50"
"42028","679","","","2024-05-30 08:19:06"
"42027","475","","","2024-05-30 08:19:30"
"42026","821","","","2024-05-30 08:19:37"
"42031","4867","","","2024-05-30 08:20:01"
"42040","162","","","2024-05-30 08:20:24"
"42050","2851","","","2024-05-30 08:20:47"
"42060","928","","30","2024-05-30 08:21:25"
"42070","992","","","2024-05-30 08:21:57"
"42080","249","","","2024-05-30 08:22:21"
"42090","56","","","2024-05-30 08:22:39"
"41920","1043","","30","2024-05-30 08:23:38"
"42262","190","","","2024-05-30 08:24:13"
"42270","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 08:25:23"
"42310","2046","","","2024-05-30 08:25:45"
"42320","280","","","2024-05-30 08:26:22"
"42330","3778","","SUSPENDIDO DESOCUPADO-31","2024-05-30 08:27:07"
"41867","884","","","2024-05-30 08:27:40"
"41860","1774","","","2024-05-30 08:28:24"
"41850","26","","30","2024-05-30 08:29:12"
"41840","1357","","","2024-05-30 08:29:43"
"42340","1263","","","2024-05-30 08:31:33"
"42349","259","","","2024-05-30 08:31:50"
"42350","2490","","","2024-05-30 08:32:12"
"42360","95","","","2024-05-30 08:32:48"
"41830","3212","","","2024-05-30 08:30:53"
"41820","1118","","","2024-05-30 08:34:12"
"42370","4407","","","2024-05-30 08:33:21"
"41793","691","","","2024-05-30 08:35:02"
"41790","942","","","2024-05-30 08:36:53"
"41780","","11-MEDIDOR DAÑADO","","2024-05-30 08:38:10"
"41776","673","","","2024-05-30 08:38:20"
"41505","239","","","2024-05-30 08:39:20"
"41509","","","30","2024-05-30 08:39:55"
"41510","831","","","2024-05-30 08:40:24"
"41530","613","","","2024-05-30 08:40:55"
"41520","187","","","2024-05-30 08:41:38"
"41640","505","","30","2024-05-30 08:42:18"
"41503","71","","","2024-05-30 08:43:57"
"41480","1368","","","2024-05-30 08:44:52"
"41410","2476","","","2024-05-30 08:46:33"
"41400","1409","","","2024-05-30 08:48:22"
"41375","7","","30","2024-05-30 08:49:29"
"41370","131","","","2024-05-30 08:50:15"
"41250","596","","","2024-05-30 08:51:57"
"41240","884","","","2024-05-30 08:53:16"
"42388","1388","","","2024-05-30 08:54:40"
"42390","664","","","2024-05-30 08:54:49"
"42400","1532","","","2024-05-30 08:55:24"
"41220","792","","","2024-05-30 08:55:58"
"42410","887","","","2024-05-30 08:56:58"
"42503","491","","","2024-05-30 09:01:12"
"42500","78","","","2024-05-30 09:00:14"
"42498","1156","","","2024-05-30 08:59:49"
"42413","2579","","","2024-05-30 08:58:38"
"42415","662","","","2024-05-30 08:58:56"
"42418","165","","","2024-05-30 08:59:13"
"42540","1102","","","2024-05-30 09:06:10"
"41210","247","","","2024-05-30 09:06:44"
"41219","1004","","","2024-05-30 09:02:44"
"41218","216","","","2024-05-30 09:03:09"
"41217","583","","","2024-05-30 09:03:31"
"41215","8","","30","2024-05-30 09:04:50"
"41212","1807","","","2024-05-30 09:05:09"
"41213","151","","","2024-05-30 09:05:18"
"41209","965","","","2024-05-30 09:07:33"
"41208","77","","30","2024-05-30 09:07:19"
"41106","640","","","2024-05-30 09:09:00"
"41105","1604","","","2024-05-30 09:09:51"
"41104","1025","","","2024-05-30 09:09:30"
"42550","582","","","2024-05-30 09:10:33"
"42570","711","","","2024-05-30 09:11:07"
"41099","19","","30","2024-05-30 09:12:00"
"41098","30","","30","2024-05-30 09:12:40"
"41103","431","","","2024-05-30 09:13:12"
"41102","1546","","","2024-05-30 09:14:30"
"41108","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 09:15:15"
"41107","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 09:16:21"
"41109","398","","","2024-05-30 09:17:02"
"41110","82","","","2024-05-30 09:17:26"
"41101","59","","30","2024-05-30 09:19:06"
"42580","1090","","","2024-05-30 09:20:17"
"42581","561","","","2024-05-30 09:20:27"
"42590","306","","","2024-05-30 09:21:21"
"42591","118","","","2024-05-30 09:21:44"
"42610","1303","","","2024-05-30 09:22:41"
"42620","1815","","","2024-05-30 09:23:20"
"42640","115","","","2024-05-30 09:24:09"
"42658","277","","","2024-05-30 09:24:35"
"42660","960","","","2024-05-30 09:25:04"
"42670","572","","30","2024-05-30 09:25:48"
"43010","1431","","","2024-05-30 09:27:53"
"43020","503","","","2024-05-30 09:29:13"
"43030","221","","","2024-05-30 09:32:37"
"43045","122","","30","2024-05-30 09:33:25"
"43050","157","","","2024-05-30 09:33:47"
"43060","720","","","2024-05-30 09:34:23"
"43070","415","","","2024-05-30 09:35:19"
"41100","1425","","","2024-05-30 09:37:46"
"41090","1457","","","2024-05-30 09:37:27"
"43080","1218","","","2024-05-30 09:36:14"
"43082","215","","","2024-05-30 09:36:48"
"41080","2629","","","2024-05-30 09:38:44"
"41078","1154","","","2024-05-30 09:40:22"
"41060","1006","","","2024-05-30 09:41:34"
"41062","38","","","2024-05-30 09:40:51"
"41050","461","","","2024-05-30 09:41:53"
"43100","2123","","","2024-05-30 09:42:20"
"41030","2840","","","2024-05-30 09:44:57"
"41020","692","","","2024-05-30 09:45:46"
"43110","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 09:43:36"
"43120","1856","","","2024-05-30 09:44:03"
"43121","1095","","","2024-05-30 09:44:19"
"43135","1831","","","2024-05-30 09:47:36"
"41010","389","","","2024-05-30 09:46:15"
"41000","1950","","","2024-05-30 09:47:03"
"40990","140","","","2024-05-30 09:48:49"
"40980","4162","","","2024-05-30 09:49:26"
"43140","417","","","2024-05-30 09:48:16"
"40970","69","","","2024-05-30 09:49:56"
"40945","654","","","2024-05-30 09:50:18"
"40730","2068","","","2024-05-30 09:51:24"
"40740","1542","","","2024-05-30 09:52:10"
"40750","659","","","2024-05-30 09:52:32"
"40760","118","","","2024-05-30 09:52:50"
"40761","290","","","2024-05-30 09:53:01"
"40762","687","","","2024-05-30 09:53:08"
"40770","962","","","2024-05-30 09:53:38"
"40775","284","","","2024-05-30 09:54:00"
"40776","1047","","","2024-05-30 09:54:18"
"40778","4394","","","2024-05-30 09:54:49"
"40785","166","","","2024-05-30 09:55:18"
"190171","167","","","2024-05-30 09:56:21"
"190170","304","","","2024-05-30 09:56:33"
"190169","93","","","2024-05-30 09:57:27"
"190176","37","","30","2024-05-30 10:13:11"
"190276","529","","","2024-05-30 10:11:33"
"190277","16","","SUSPENDIDO DESOCUPADO-31","2024-05-30 10:11:55"
"190278","72","","30","2024-05-30 10:11:08"
"190189","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 10:05:34"
"190550","150","","","2024-05-30 09:59:55"
"190245","402","","","2024-05-30 10:00:49"
"190548","30","","","2024-05-30 09:59:19"
"190266","33","","30","2024-05-30 10:03:46"
"190316","2","","30","2024-06-01 11:40:07"
"190310","299","","","2024-05-30 10:06:48"
"190254","144","","","2024-05-30 10:09:15"
"40898","170","","30","2024-05-30 10:14:23"
"40900","1033","","","2024-05-30 10:14:54"
"40911","273","","","2024-05-30 10:15:52"
"40920","1284","","","2024-05-30 10:16:50"
"40930","256","","","2024-05-30 10:17:30"
"40940","2721","","","2024-05-30 10:18:07"
"43550","1616","","","2024-05-30 10:19:26"
"43540","1186","","","2024-05-30 10:19:49"
"43530","801","","","2024-05-30 10:20:27"
"43520","819","","","2024-05-30 10:21:04"
"43510","1155","","","2024-05-30 10:21:18"
"43504","3","","30","2024-05-30 10:22:05"
"43500","732","","","2024-05-30 10:22:27"
"43480","3583","","","2024-05-30 10:23:04"
"43470","46","","","2024-05-30 10:23:21"
"43150","3329","","","2024-05-30 10:27:27"
"43460","1050","","","2024-05-30 10:24:11"
"43450","1037","","","2024-05-30 10:24:36"
"43440","490","","","2024-05-30 10:25:04"
"43570","183","","30","2024-05-30 10:29:08"
"43560","2123","","","2024-05-30 10:29:18"
"43573","393","","","2024-05-30 10:30:09"
"43575","3560","","","2024-05-30 10:30:23"
"43580","1163","","","2024-05-30 10:30:54"
"43581","671","","30","2024-05-30 10:31:26"
"40700","588","","30","2024-05-30 10:33:31"
"40695","2098","","","2024-05-30 10:32:49"
"40692","1683","","","2024-05-30 10:34:51"
"40690","114","","","2024-05-30 10:36:29"
"40681","582","","","2024-05-30 10:36:48"
"40680","163","","","2024-05-30 10:37:04"
"40429","2203","","","2024-05-30 10:52:59"
"40430","2219","","","2024-05-30 10:52:17"
"40670","322","","","2024-05-30 10:38:36"
"40645","678","","","2024-05-30 10:38:58"
"40642","154","","","2024-05-30 10:40:23"
"40641","469","","","2024-05-30 10:39:25"
"40640","209","","RESIDENTE OCASIONAL-16","2024-05-30 10:41:34"
"40639","396","","","2024-05-30 10:41:07"
"40630","891","","","2024-05-30 10:42:11"
"40440","3885","","","2024-05-30 10:51:26"
"40460","1119","","","2024-05-30 10:50:09"
"40461","2","","30","2024-05-30 10:50:46"
"40620","89","","","2024-05-30 10:42:49"
"40610","1751","","","2024-05-30 10:43:18"
"40500","481","","","2024-05-30 10:44:06"
"40452","116","","","2024-05-30 10:49:11"
"40450","211","","","2024-05-30 10:48:49"
"40472","1745","","","2024-05-30 10:48:07"
"40485","53","","30","2024-05-30 10:45:52"
"40490","897","","","2024-05-30 10:45:24"
"40486","596","","","2024-05-30 10:46:42"
"40427","872","","","2024-05-30 10:53:53"
"40425","1050","","","2024-05-30 10:54:36"
"40400","1505","","","2024-05-30 10:55:00"
"40390","3326","","","2024-05-30 10:55:30"
"40380","900","","","2024-05-30 10:56:04"
"40377","42","","","2024-05-30 10:56:15"
"43600","113","","","2024-05-30 10:56:44"
"43610","","11-MEDIDOR DAÑADO","","2024-05-30 10:57:24"
"40370","214","","","2024-05-30 10:58:14"
"40360","6","","","2024-05-30 10:58:59"
"40340","1486","","","2024-05-30 11:00:34"
"40339","385","","","2024-05-30 11:00:53"
"43650","1240","","","2024-05-30 11:01:20"
"43653","79","","","2024-05-30 11:01:46"
"40330","1510","","","2024-05-30 11:02:27"
"40310","2924","","","2024-05-30 11:02:54"
"40300","1995","","","2024-05-30 11:03:48"
"40290","1186","","","2024-05-30 11:03:39"
"40280","4886","","","2024-05-30 11:04:42"
"51200","159","","","2024-05-30 11:10:35"
"51190","4853","","","2024-05-30 11:11:05"
"51179","31","","","2024-05-30 11:11:55"
"51180","1045","","","2024-05-30 11:11:45"
"51170","1821","","30","2024-05-30 11:12:56"
"51160","1743","","","2024-05-30 11:13:12"
"51140","25","","","2024-06-01 06:03:25"
"51130","1361","","","2024-05-30 11:14:15"
"51451","1925","","","2024-05-30 11:15:59"
"51440","3289","","","2024-05-30 11:16:26"
"51430","1719","","","2024-05-30 11:17:09"
"51421","2069","","","2024-05-30 11:17:32"
"51420","1170","","","2024-05-30 11:18:05"
"53080","4355","","","2024-05-30 11:19:05"
"53090","1477","","30","2024-05-30 11:19:36"
"53100","1197","","30","2024-05-30 11:20:38"
"53110","71","","30","2024-05-30 11:21:04"
"53120","169","","","2024-05-30 11:21:29"
"53125","266","","","2024-05-30 11:21:49"
"53130","743","","","2024-05-30 11:22:35"
"51410","267","","","2024-05-30 11:23:38"
"53775","787","","","2024-05-30 11:37:49"
"53778","447","","","2024-05-30 11:36:55"
"53776","1694","","","2024-05-30 11:36:22"
"51400","504","","","2024-05-30 11:25:04"
"51380","106","","","2024-05-30 11:26:19"
"51379","1141","","","2024-05-30 11:25:59"
"51370","278","","","2024-05-30 11:27:13"
"51360","490","","","2024-05-30 11:28:01"
"51350","148","","","2024-05-30 11:28:35"
"53780","1421","","","2024-05-30 11:35:24"
"51342","6","","","2024-05-30 11:29:06"
"51340","15","","","2024-05-30 11:29:17"
"51330","1394","","30","2024-05-30 11:29:35"
"51302","331","","30","2024-05-30 11:29:55"
"51300","862","","","2024-05-30 11:30:43"
"51290","312","","","2024-05-30 11:30:58"
"53800","764","","","2024-05-30 11:34:38"
"53810","1595","","","2024-05-30 11:34:02"
"51287","257","","","2024-05-30 11:32:47"
"51270","369","","","2024-05-30 11:33:31"
"51260","416","","30","2024-05-30 11:32:26"
"53540","4026","","","2024-05-30 11:39:16"
"53550","1478","","","2024-05-30 11:40:32"
"53580","81","","","2024-05-30 11:42:21"
"53600","532","","","2024-05-30 11:43:38"
"53170","3239","","","2024-05-30 11:55:19"
"53171","324","","","2024-05-30 11:46:28"
"53160","71","","","2024-05-30 11:46:40"
"53180","3239","","","2024-05-30 11:48:35"
"53190","1105","","","2024-05-30 11:55:57"
"53200","893","","","2024-05-30 11:56:44"
"53210","239","","","2024-05-30 11:58:28"
"53535","639","","","2024-05-30 11:57:48"
"53533","362","","","2024-05-30 11:59:00"
"53213","141","","30","2024-05-30 11:59:46"
"53534","329","","","2024-05-30 12:00:41"
"53470","71","","","2024-05-30 12:02:07"
"53465","18","","","2024-05-30 12:03:00"
"53460","1719","","","2024-05-30 12:03:52"
"53450","2609","","","2024-05-30 12:04:23"
"53440","799","","","2024-05-30 12:07:04"
"53430","2737","","","2024-05-30 12:07:27"
"53420","467","","","2024-05-30 12:08:02"
"53410","2922","","","2024-05-30 12:08:32"
"53407","201","","","2024-05-30 12:08:57"
"53400","1069","","","2024-05-30 12:09:48"
"53212","961","","","2024-05-30 12:10:31"
"53364","523","","","2024-05-30 12:11:33"
"53365","980","","","2024-05-30 12:12:11"
"53368","991","","","2024-05-30 12:13:05"
"53406","356","","","2024-05-30 12:13:41"
"53370","99","","","2024-05-30 12:14:20"
"53020","3557","","","2024-05-30 12:16:39"
"53010","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 12:25:47"
"53360","1032","","","2024-05-30 12:25:23"
"53357","13","","SUSPENDIDO DESOCUPADO-31","2024-05-30 12:27:11"
"53355","89","","","2024-05-30 12:26:23"
"53320","492","","","2024-05-30 12:28:07"
"53330","992","","","2024-05-30 12:28:49"
"53340","587","","","2024-05-30 12:29:14"
"53350","951","","","2024-05-30 12:30:37"
"53345","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 12:31:34"
"52840","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-06-01 06:05:30"
"52830","","04-REJA CON CANDADO O SIMILAR","","2024-06-01 06:06:07"
"52820","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-06-01 06:06:49"
"52810","24","","","2024-06-01 06:11:15"
"52880","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-06-01 06:07:25"
"52890","4862","","","2024-05-30 12:40:39"
"52895","2143","","","2024-05-30 12:40:47"
"52898","1722","","","2024-05-30 12:40:55"
"52900","259","","","2024-05-30 12:39:09"
"52910","1991","","","2024-05-30 12:39:04"
"52920","86","","","2024-05-30 12:38:21"
"52930","2878","","","2024-05-30 12:38:02"
"52940","1170","","","2024-05-30 12:37:34"
"52950","799","","","2024-05-30 12:36:56"
"52960","757","","30","2024-05-30 12:21:38"
"53070","186","","","2024-05-30 12:21:55"
"52970","2756","","","2024-05-30 12:20:18"
"52980","1250","","","2024-05-30 12:18:07"
"51460","","03-SIN MEDIDOR Y SIN SERVICIO","","2024-06-01 06:08:56"
"51470","807","","","2024-05-31 07:20:32"
"52791","3117","","","2024-05-31 07:19:22"
"52780","1176","","","2024-05-31 07:21:28"
"52770","2166","","30","2024-05-31 07:21:55"
"52760","1547","","","2024-05-31 07:22:44"
"52750","951","","","2024-05-31 07:22:58"
"51480","505","","","2024-05-31 07:23:37"
"51490","3353","","","2024-05-31 07:24:46"
"52740","330","","30","2024-05-31 07:26:47"
"52720","743","","","2024-05-31 07:27:25"
"52710","185","","","2024-05-31 07:27:48"
"52690","914","","","2024-05-31 07:28:42"
"52670","333","","","2024-05-31 07:29:33"
"52250","497","","","2024-05-31 07:30:21"
"52252","44","","","2024-05-31 07:31:08"
"52260","1832","","","2024-05-31 07:31:43"
"52270","218","","","2024-05-31 07:32:22"
"52280","629","","","2024-05-31 07:33:03"
"52651","210","","30","2024-05-31 07:48:36"
"52590","990","","","2024-05-31 07:34:47"
"52290","46","","30","2024-05-31 07:35:48"
"52300","49","","30","2024-05-31 07:36:29"
"52585","176","","","2024-05-31 07:35:11"
"52580","2938","","","2024-05-31 07:37:46"
"52581","839","","","2024-05-31 07:38:02"
"52582","270","","","2024-05-31 07:38:15"
"52571","263","","","2024-05-31 07:38:44"
"52570","1160","","","2024-05-31 07:39:24"
"52545","395","","","2024-05-31 07:39:58"
"52540","1753","","","2024-05-31 07:40:33"
"52520","1282","","SUSPENDIDO DESOCUPADO-31","2024-05-31 07:41:37"
"52515","612","","","2024-05-31 07:42:32"
"52512","1635","","","2024-05-31 07:43:24"
"52510","2845","","","2024-05-31 07:44:05"
"52509","1864","","","2024-05-31 07:44:36"
"52160","295","","30","2024-05-31 07:51:09"
"52135","243","","30","2024-05-31 07:53:41"
"52130","649","","","2024-05-31 07:54:58"
"52120","2814","","","2024-05-31 07:56:02"
"51583","","","30","2024-05-31 07:57:45"
"51585","","","30","2024-05-31 07:58:10"
"51590","67","","","2024-05-31 07:58:36"
"51593","1642","","","2024-05-31 07:59:35"
"51594","1107","","30","2024-05-31 07:59:53"
"51595","1098","","","2024-05-31 08:00:08"
"51610","114","","","2024-05-31 08:00:15"
"51620","2403","","","2024-05-31 08:00:57"
"51600","1692","","","2024-05-31 08:01:24"
"51800","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-31 08:03:31"
"51935","27","","","2024-05-31 08:04:43"
"51930","1643","","","2024-05-31 08:05:09"
"51926","1798","","SUSPENDIDO DESOCUPADO-31","2024-05-31 08:06:32"
"51920","1081","","","2024-05-31 08:08:08"
"51922","49","","","2024-05-31 08:09:38"
"51924","32","","","2024-05-31 08:10:50"
"51770","","03-SIN MEDIDOR Y SIN SERVICIO","","2024-06-01 06:10:07"
"52469","243","","30","2024-05-30 10:28:39"
"52481","539","","","2024-05-30 10:45:19"
"52470","647","","","2024-05-30 10:42:36"
"52468","955","","","2024-05-30 10:41:10"
"52479","857","","SUSPENDIDO DESOCUPADO-31","2024-05-30 10:36:56"
"52483","51","","","2024-05-30 10:33:28"
"52466","118","","","2024-05-30 10:31:20"
"52498","70","","","2024-05-30 10:27:59"
"52465","1720","","","2024-05-30 10:26:40"
"52460","1255","","","2024-05-30 10:51:24"
"52457","3671","","","2024-05-30 10:24:28"
"52453","2934","","","2024-05-30 10:22:56"
"52451","1649","","","2024-05-30 10:21:39"
"52446","301","","","2024-05-30 10:20:40"
"52444","2577","","","2024-05-30 10:19:30"
"52443","4924","","","2024-05-30 10:18:20"
"52439","70","","RESIDENTE OCASIONAL-16","2024-05-30 10:17:04"
"52437","855","","","2024-05-30 10:14:46"
"52435","1191","","","2024-05-30 10:15:42"
"52432","3680","","","2024-05-30 10:12:45"
"52430","1382","","","2024-05-30 10:11:56"
"52500","2222","","","2024-05-30 10:10:35"
"52410","591","","","2024-05-30 10:09:45"
"51802","5610","","","2024-05-30 07:16:16"
"51803","46","","","2024-05-30 07:19:55"
"51804","3173","","","2024-05-30 07:21:45"
"51801","2525","","","2024-05-30 07:22:18"
"51805","1435","","","2024-05-30 09:53:25"
"51806","550","","","2024-05-30 09:54:35"
"51807","2096","","30","2024-05-30 09:55:50"
"51808","454","","","2024-05-30 09:57:43"
"51809","536","","","2024-05-30 09:59:55"
"51812","658","","","2024-05-30 10:02:22"
"51810","980","","RESIDENTE OCASIONAL-16","2024-05-30 10:03:57"
"51820","1414","","","2024-05-30 10:04:56"
"51823","1361","","","2024-05-30 10:05:41"
"51900","651","","RESIDENTE OCASIONAL-16","2024-05-30 07:18:27"
"51910","141","","","2024-05-30 07:17:03"
"53925","314","","","2024-05-29 14:17:06"
"53920","5221","","30","2024-05-29 14:20:21"
"53880","975","","30","2024-05-29 14:22:28"
"53935","2147","","","2024-05-29 14:25:23"
"53950","1442","","","2024-05-29 14:26:06"
"53938","4375","","","2024-05-29 14:27:26"
"53940","375","","","2024-05-29 14:29:05"
"53943","16","","","2024-05-29 14:30:14"
"53945","1668","","","2024-05-29 14:31:42"
"54570","16","","","2024-05-29 14:36:32"
"54705","79","","","2024-05-29 14:38:10"
"54700","4","","","2024-05-29 14:40:05"
"54696","20","","RESIDENTE OCASIONAL-16","2024-05-29 14:41:27"
"54665","35","","RESIDENTE OCASIONAL-16","2024-05-29 14:42:56"
"54690","4","","RESIDENTE OCASIONAL-16","2024-05-29 14:44:13"
"54670","37","","","2024-05-29 14:46:54"
"54575","37","","","2024-05-29 14:48:01"
"54673","63","","","2024-05-29 14:48:47"
"54674","25","","","2024-05-29 14:49:06"
"54678","61","","RESIDENTE OCASIONAL-16","2024-05-29 14:50:17"
"54680","64","","RESIDENTE OCASIONAL-16","2024-05-29 14:51:01"
"54659","2279","","","2024-05-29 14:54:45"
"54565","423","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-29 14:56:51"
"54552","442","","","2024-05-29 14:59:44"
"54553","245","","","2024-05-29 15:01:35"
"54557","172","","","2024-05-29 15:03:15"
"54510","143","","RESIDENTE OCASIONAL-16","2024-05-29 15:07:43"
"54545","21","","","2024-05-29 15:08:25"
"54512","77","","RESIDENTE OCASIONAL-16","2024-05-29 15:09:35"
"54540","206","","","2024-05-29 15:10:20"
"53864","720","","","2024-05-29 15:11:27"
"53849","252","","","2024-05-29 15:15:12"
"53879","898","","","2024-05-29 15:17:18"
"53889","354","","RESIDENTE OCASIONAL-16","2024-05-29 15:17:47"
"53859","1422","","","2024-05-29 15:19:58"
"53869","218","","DESCONECTADO-32","2024-05-29 15:20:32"
"53899","1058","","","2024-05-29 15:21:59"
"53910","42","","SUSPENDIDO DESOCUPADO-31","2024-05-29 15:23:12"
"53909","284","","","2024-05-29 15:24:48"
"53901","559","","","2024-05-29 15:25:25"
"53986","54","","RESIDENTE OCASIONAL-16","2024-05-29 15:28:09"
"53981","116","","RESIDENTE OCASIONAL-16","2024-05-29 15:28:37"
"53979","178","","RESIDENTE OCASIONAL-16","2024-05-29 15:30:32"
"53914","102","","RESIDENTE OCASIONAL-16","2024-05-29 15:31:03"
"53918","58","","RESIDENTE OCASIONAL-16","2024-05-29 15:32:44"
"53946","243","","RESIDENTE OCASIONAL-16","2024-05-29 15:33:37"
"53919","78","","","2024-05-29 15:37:19"
"53939","1507","","","2024-05-29 15:38:41"
"53929","136","","","2024-05-29 15:40:14"
"53969","418","","RESIDENTE OCASIONAL-16","2024-05-29 15:46:31"
"53959","322","","","2024-05-29 15:44:43"
"53949","49","","RESIDENTE OCASIONAL-16","2024-05-29 15:48:41"
"74590","646","","","2024-05-29 07:52:28"
"74565","1588","","SUSPENDIDO DESOCUPADO-31","2024-05-29 07:51:12"
"74580","62","","","2024-05-29 07:48:28"
"74585","937","","30","2024-05-29 07:46:46"
